iter	Logloss
358	0.2646364039
359	0.2643193158
360	0.2638593327
361	0.2637131604
362	0.2632577029
363	0.2630745281
364	0.2628857353
365	0.2626187758
366	0.2624024825
367	0.2623188366
368	0.2621127042
369	0.262028226
370	0.2617603302
371	0.2615211834
372	0.2613331535
373	0.2611577294
374	0.2610168804
375	0.2607700348
376	0.2606302782
377	0.2602268046
378	0.2600689628
379	0.2597883398
380	0.2595036593
381	0.2593479503
382	0.2591888428
383	0.258952713
384	0.2586951516
385	0.2585803639
386	0.2582885395
387	0.2581493724
388	0.2579685211
389	0.2578401392
390	0.2577256636
391	0.2575344432
392	0.2574244586
393	0.2571520025
394	0.2570164767
395	0.2566823786
396	0.2564254934
397	0.2561020244
398	0.2559697585
399	0.2556155118
400	0.2555407264
401	0.2551322417
402	0.2549165899
403	0.2546741486
404	0.2545533094
405	0.2544394406
406	0.2542392904
407	0.2540751717
408	0.253843793
409	0.253508169
410	0.2531362707
411	0.2529352362
412	0.2528390711
413	0.2525374326
414	0.2523533561
415	0.2521715338
416	0.2518732938
417	0.2517706784
418	0.2517153653
419	0.2515323986
420	0.2513101058
421	0.251136381
422	0.2508213737
423	0.2506567001
424	0.2505400051
425	0.250301257
426	0.2501145796
427	0.2498002139
428	0.2495944977
429	0.2494323384
430	0.2493065054
431	0.249023767
432	0.2488549146
433	0.248621091
434	0.2484390952
435	0.2482256803
436	0.2479507273
437	0.2477257642
438	0.2476090691
439	0.2474672144
440	0.2473838459
441	0.2472315702
442	0.2471036217
443	0.2468096126
444	0.2466411764
445	0.2465018879
446	0.2462587877
447	0.2460388184
448	0.245905356
449	0.2455879558
450	0.2454236291
451	0.2451958743
452	0.2451584903
453	0.2449468959
454	0.2447972384
455	0.2446130926
456	0.2444507772
457	0.2441577738
458	0.2438392466
459	0.2436541124
460	0.2433605888
461	0.2432354494
462	0.2431827198
463	0.2428743362
464	0.2427118822
465	0.2424413508
466	0.2422766599
467	0.2418656436
468	0.2416769895
469	0.241474377
470	0.2413441398
471	0.2411123969
472	0.2409933264
473	0.2408476223
474	0.2405126918
475	0.2403130965
476	0.2401400479
477	0.2399340196
478	0.2397417242
479	0.2395839344
480	0.2394076607
481	0.2393029646
482	0.2392278845
483	0.2391202406
484	0.2389311877
485	0.2387213967
486	0.2386855039
487	0.2383401524
488	0.2380564083
489	0.2377388521
490	0.2374066786
491	0.2372132735
492	0.2370324222
493	0.2368161982
494	0.2365673759
495	0.236532246
496	0.2363301364
497	0.2361652721
498	0.2360660553
499	0.2359519785
500	0.2356667952
501	0.2354088523
502	0.235170139
503	0.2349750172
504	0.2346148404
505	0.2344245564
506	0.2343142943
507	0.234043919
508	0.233794299
509	0.2336409309
510	0.2334628018
511	0.2332700209
512	0.2330534502
513	0.2328354229
514	0.2326732289
515	0.2323338769
516	0.2322146676
517	0.2320455378
518	0.2318705472
519	0.2317808151
520	0.2317441767
521	0.2317046772
522	0.2316264239
523	0.2315024116
524	0.2313925483
525	0.2311837456
526	0.2309967561
527	0.2307618575
528	0.2305471594
529	0.2304606004
530	0.2302931005
531	0.2301113129
532	0.2298142173
533	0.2295342532
534	0.2293449055
535	0.2291524887
536	0.2289042039
537	0.2287582397
538	0.228527832
539	0.2284548846
540	0.2282138131
541	0.2280733629
542	0.2280035192
543	0.2279302424
544	0.2278180209
545	0.2275940635
546	0.2274775939
547	0.2274462787
548	0.2272929105
549	0.2271191857
550	0.2268765016
551	0.2266688954
552	0.2264968178
553	0.2262830734
554	0.226000387
555	0.2258921537
556	0.2257586913
557	0.2255176024
558	0.2253441551
559	0.2251884114
560	0.2249186776
561	0.2248411352
562	0.2246939572
563	0.224539358
564	0.2244027224
565	0.224222426
566	0.22409557
567	0.2239384738
568	0.2238560243
569	0.2236541401
570	0.2234608043
571	0.2233650901
572	0.2230405807
573	0.222802509
574	0.2227040724
575	0.2226235476
576	0.2225617495
577	0.2224501696
578	0.2222205942
579	0.2221513055
580	0.2220092773
581	0.2217987061
582	0.2216473666
583	0.2215729107
584	0.2213685816
585	0.2211225336
586	0.2209730669
587	0.2208276575
588	0.220568813
589	0.2204878547
590	0.220335891
591	0.2201851065
592	0.2200633309
593	0.2199793556
594	0.2198931261
595	0.2196842194
596	0.2194959814
597	0.2193361456
598	0.2191096046
599	0.2189610221
600	0.2188872597
601	0.2187301983
602	0.2187029058
603	0.2185950193
604	0.2184594414
605	0.2182384491
606	0.218019208
607	0.2178310221
608	0.2176205375
609	0.2172831795
610	0.2169889797
611	0.2166982131
612	0.2165652535
613	0.2164667996
614	0.2162191391
615	0.2160585924
616	0.2159298117
617	0.2157069293
618	0.21542726
619	0.2152395595
620	0.2151132584
621	0.2150782845
622	0.2148707997
623	0.2145198128
624	0.2143435392
625	0.2141978177
626	0.2140460795
627	0.2138968901
628	0.2138064124
629	0.2136926478
630	0.2135630348
631	0.213344626
632	0.2132834521
633	0.213225434
634	0.2131179463
635	0.2130191109
636	0.2129291361
637	0.2128222379
638	0.2124973817
639	0.212373248
640	0.2121897958
641	0.2120613618
642	0.2119087219
643	0.2117627057
644	0.2115125136
645	0.2113519322
646	0.2112240358
647	0.2110521837
648	0.2107882933
649	0.2105874842
650	0.2105460947
651	0.2104118
652	0.2102862271
653	0.2101346796
654	0.2100615068
655	0.2100116036
656	0.2098685871
657	0.2097650355
658	0.2094966888
659	0.209258513
660	0.2091473146
661	0.2089608973
662	0.2088271054
663	0.2085931605
664	0.20841654
665	0.2083663594
666	0.2082311457
667	0.2081179185
668	0.2079240279
669	0.2077024113
670	0.2074680849
671	0.2072063966
672	0.2070613688
673	0.206865432
674	0.2067842484
675	0.2065748735
676	0.206450445
677	0.2062192917
678	0.2060566469
679	0.2058628949
680	0.2056611668
681	0.2054754257
682	0.2053016663
683	0.2051680478
684	0.2050694899
685	0.2049063943
686	0.2048466596
687	0.2045601585
688	0.2044045708
689	0.2043611873
690	0.2043244622
691	0.2041433855
692	0.2038732009
693	0.2037399465
694	0.2035362937
695	0.2034005078
696	0.2032548904
697	0.2030755823
698	0.2028801311
699	0.2026323492
700	0.2023648002
701	0.202186307
702	0.2020285693
703	0.2018886219
704	0.2017594424
705	0.2016041496
706	0.2013817874
707	0.2010092649
708	0.2008024736
709	0.2006309856
710	0.2004682714
711	0.2001932664
712	0.2000427593
713	0.1998018091
714	0.1996218421
715	0.1994399331
716	0.199290501
717	0.1992128892
718	0.1990930384
719	0.1989634774
720	0.1987724998
721	0.1986940557
722	0.1985920473
723	0.198544589
724	0.1984349858
725	0.1982280905
726	0.1979947177
727	0.1979055925
728	0.1976939461
729	0.1974060405
730	0.1972743815
731	0.1971052863
732	0.1968754335
733	0.1968467019
734	0.1967506755
735	0.1965586576
736	0.1964094509
737	0.1961070841
738	0.1958915364
739	0.1957358967
740	0.1956089367
741	0.1954239585
742	0.1953033447
743	0.1951355674
744	0.1948960391
745	0.194806151
746	0.1946378534
747	0.1944872076
748	0.1943650332
749	0.1942814567
750	0.1942163641
751	0.1940381657
752	0.1937833959
753	0.1935588663
754	0.1933660507
755	0.1931807431
756	0.1930066542
757	0.1927236384
758	0.1925131018
759	0.1923643286
760	0.1921921297
761	0.1919833617
762	0.1917254708
763	0.1914659847
764	0.1913009123
765	0.1912186363
766	0.1910324443
767	0.1908817638
768	0.1908351898
769	0.1905908238
770	0.1904109608
771	0.1902529283
772	0.1902280461
773	0.1900244626
774	0.1898242083
775	0.189719755
776	0.1895400481
777	0.189354255
778	0.1891661904
779	0.1890740828
780	0.1887945522
781	0.1886894573
782	0.1885859056
783	0.1884041179
784	0.1882611015
785	0.1881794669
786	0.1880573966
787	0.1878743258
788	0.1877811605
789	0.1876336531
790	0.1874724822
791	0.1873111898
792	0.1870808515
793	0.186862356
794	0.18667391
795	0.186464327
796	0.1864458258
797	0.1862618533
798	0.186116392
799	0.1859386791
800	0.1857383034
801	0.1856841347
802	0.185523692
803	0.1853803461
804	0.1853385752
805	0.1852019397
806	0.1850529411
807	0.1848552357
808	0.1847221548
809	0.1844208804
810	0.1843171553
811	0.1842578888
812	0.1841479562
813	0.1839083585
814	0.1837850571
815	0.1835957961
816	0.1834693909
817	0.1832013043
818	0.1829892072
819	0.1828029979
820	0.1825686021
821	0.1823993336
822	0.1822385615
823	0.1820052754
824	0.1818578893
825	0.181594103
826	0.1813297619
827	0.1812046051
828	0.1810455322
829	0.1809244329
830	0.1807347038
831	0.1806190491
832	0.1805317792
833	0.180367123
834	0.1801920284
835	0.1799079722
836	0.1798263897
837	0.1796265169
838	0.1793995771
839	0.1792741949
840	0.1792279504
841	0.1790399725
842	0.1787965254
843	0.1786761024
844	0.1785393628
845	0.1784936211
846	0.1783548875
847	0.1782114029
848	0.178015969
849	0.1777800127
850	0.1777551478
851	0.1775540959
852	0.177348397
853	0.1771611647
854	0.1769452529
855	0.1767207753
856	0.1765038924
857	0.176404953
858	0.1761504607
859	0.1760648381
860	0.1759923415
861	0.1757910989
862	0.1756040747
863	0.1753943703
864	0.1752398057
865	0.175016854
866	0.174803283
867	0.1747121638
868	0.1745360461
869	0.1743717887
870	0.1742110166
871	0.1741874001
872	0.1740535909
873	0.1738394997
874	0.1737560272
875	0.1735362313
876	0.1733296654
877	0.1732955412
878	0.1731031765
879	0.1730072368
880	0.1728687807
881	0.1726142363
882	0.1724622033
883	0.1722440546
884	0.1722083178
885	0.1720145832
886	0.1718319113
887	0.1717413989
888	0.1715808175
889	0.1713206898
890	0.171197215
891	0.1710096879
892	0.1708237735
893	0.1706772891
894	0.1704453208
895	0.1701785348
896	0.1700226177
897	0.1698511124
898	0.1697602532
899	0.1696295825
900	0.1693945798
901	0.169169478
902	0.1689994812
903	0.1687919617
904	0.1686586033
905	0.1686263865
906	0.1684278662
907	0.1683272275
908	0.168191459
909	0.1681221702
910	0.1679781827
911	0.1679018541
912	0.1676861156
913	0.1675415386
914	0.167325384
915	0.1672152953
916	0.1670819196
917	0.1670014468
918	0.1668358543
919	0.1667384061
920	0.1665905866
921	0.1664274562
922	0.1662741228
923	0.166135025
924	0.1659895637
925	0.1659488851
926	0.1657827898
927	0.1657533819
928	0.1655822754
929	0.1654465589
930	0.1652724873
931	0.1651653637
932	0.1649738485
933	0.1647578846
934	0.1645672191
935	0.1644615173
936	0.1642413573
937	0.1640898965
938	0.1639410886
939	0.1637837323
940	0.1635999159
941	0.1633974422
942	0.1633458224
943	0.1632199548
944	0.163151585
945	0.1630523682
946	0.1628977169
947	0.1628029216
948	0.1625891599
949	0.1624830419
950	0.1623753634
951	0.1622479525
952	0.1620785106
953	0.1619553479
954	0.1617881081
955	0.1615895358
956	0.1614591078
957	0.1612839785
958	0.1611049479
959	0.1609065489
960	0.1607860739
961	0.1605988763
962	0.1605092829
963	0.1604913538
964	0.1603548917
965	0.1601517937
966	0.160014586
967	0.1599708904
968	0.1597825137
969	0.1596775749
970	0.1596623854
971	0.1594787944
972	0.159336697
973	0.1591751445
974	0.1589776473
975	0.1588110143
976	0.1586137078
977	0.1585137107
978	0.1584939436
979	0.1584068645
980	0.1582915046
981	0.1581924092
982	0.1581081737
983	0.1579995242
984	0.1578741247
985	0.1578561956
986	0.1577009201
987	0.157618696
988	0.1574632471
989	0.1573378129
990	0.1572190718
991	0.1571279699
992	0.1570384806
993	0.1569530314
994	0.1568073966
995	0.1566771421
996	0.1565609325
997	0.1564697959
998	0.1563692613
999	0.1563400442
